Unnamed: 0,slug,status_3_ratio_mean,status_3_ratio_var,latitude,longitude,ratios,ratios_length,minCapacity,maxCapacity
51,5y3zkg,0.1978130975143403,0.028867493238646,55.512586,9.462869,"[0.2038718929254302, 0.21056405353728488, 0.3711759082217973, 0.11806883365200765, 0.33604206500956024, 0.18905353728489482, 0.1842734225621415, 0.10922562141491396, 0.30664435946462715, 0.07409177820267686, 0.1747131931166348, 0.15152963671128106, 0.15105162523900573, 0.1111376673040153, 0.36233269598470363, 0.21582217973231357, 0.3809751434034417, 0.13217017208413, 0.1828393881453155, 0.16252390057361377]",20,250,250
52,5y6n8g,0.1958041958041958,0.0652760363648684,55.41794,11.33802,"[0.2177156177156177, 0.16736596736596737, 0.20233100233100232]",3,13,50
375,yy6gn,0.1955524453774978,0.0403913724173479,56.068124,9.978392,"[0.35920177383592017, 0.1278941565600882, 0.27342888643880925, 0.12458654906284454, 0.2006651884700665, 0.15853658536585366]",6,350,350
21,33gq7y,0.1932542903525046,0.0275643418976173,55.478189,9.87785,"[0.17648423005565864, 0.16117810760667903, 0.1614100185528757, 0.1553803339517625, 0.17509276437847868, 0.23098330241187384, 0.17115027829313545, 0.24605751391465677, 0.20570500927643784, 0.12917439703153988, 0.2625231910946197, 0.22727272727272727, 0.18668831168831168, 0.1760204081632653, 0.19944341372912802, 0.22750463821892394]",16,300,300
287,qpp9jr,0.1931415468000833,0.022200541831551,55.627132,12.624391,"[0.029080675422138838, 0.23287992495309567, 0.19136960600375236, 0.4333958724202627, 0.2553939962476548, 0.05042213883677298, 0.06636960600375234, 0.17706378986866791, 0.3022983114446529]",9,60,300
273,q5wg3e,0.1929548156956004,0.0250235725297294,55.64006,11.830555,"[0.09655172413793103, 0.16837098692033295, 0.19357907253269918, 0.09726516052318668, 0.13460166468489893, 0.19785969084423305, 0.24233055885850177, 0.10011890606420927, 0.13412604042806184, 0.2225921521997622, 0.3110582639714625, 0.40451843043995245, 0.15980975029726516, 0.09155766944114149, 0.1859690844233056, 0.3469678953626635]",16,250,250
126,995rz5,0.191419911401259,0.0393112115116111,55.678653,11.091186,"[0.24131499183958965, 0.22709256236885056, 0.22662625320587548, 0.2685940778736302, 0.0995570062951737, 0.0853345768244346]",6,43,300
380,z2w6mk,0.1911661603178312,0.0350146674910428,55.666096,12.586647,"[0.09838747370881047, 0.2589390044402898, 0.18906286515541015, 0.29422762327646645, 0.1731713017060061, 0.13320869362000468]",6,150,150
166,ejdx2j,0.1893271461716937,0.0733369804418422,56.412393,10.076191,"[0.30324825986078885, 0.07540603248259861]",2,43,50
96,7w9qmp,0.1887058036065831,0.0184944671457367,56.135327,9.006889,"[0.11906449326718639, 0.10252775809118828, 0.15024805102763997, 0.09142452161587526, 0.13253012048192772, 0.11906449326718639, 0.09024332624616112, 0.11646586345381527, 0.15615402787621072, 0.18048665249232224, 0.11268603827072998, 0.16371367824238128, 0.07772265532719112, 0.06354831089062131, 0.09284195605953224, 0.06567446255610677, 0.01700921332388377, 0.2310418143160879, 0.38034490904795654, 0.4304275927238365, 0.38128986534372783, 0.3971178832978975, 0.45334278289629104, 0.40396881644223953]",24,22,300
257,p5y8dp,0.1881211000693321,0.1527668572685075,54.82984,11.141775,[0.1881211000693321],1,300,300
348,xrx6eq,0.1847466960352423,0.0233954932781582,55.487669,9.845626,"[0.10711801530257362, 0.05147229306747044, 0.2095988870855553, 0.19707859958265708, 0.11708787386969627, 0.1553443079063297, 0.31161604451657776, 0.24646417806631116, 0.1279851611407373, 0.18965916995131, 0.22745188963598423, 0.15024345003477857, 0.2960816137259448, 0.28564804080686296, 0.17876188268026896, 0.10433572919081846]",16,300,300
266,pyd3e,0.1827969437369761,0.0804612813616621,55.560067,12.230918,"[0.1398471868488076, 0.2257467006251447]",2,75,175
141,d9ekwk,0.1822235532927356,0.0267370083647928,56.493334,8.591714,"[0.16142557651991615, 0.053109713487071976, 0.12415560214302353, 0.4085720941066853, 0.22827859305846726, 0.11483810854880037, 0.18518518518518517]",7,11,50
32,39xdqr,0.1808165158895847,0.0848732078570927,56.130112,10.164427,"[0.1820292547016485, 0.17977267455346788]",2,300,300
44,5nd93r,0.1784059314179796,0.0869356738836979,55.158749,8.769447,"[0.20088044485634848, 0.15593141797961074]",2,150,300
92,7px33,0.1783250059481322,0.02904162495047,54.899885,11.89693,"[0.1508446347846776, 0.2636212229359981, 0.12752795622174637, 0.27075898167975254, 0.15203426124197003, 0.1522721865334285, 0.1551272900309303, 0.15441351415655485]",8,125,125
382,z2z3zn,0.1779048063462436,0.0972223069220512,55.394824,10.348554,"[0.18618758749416706, 0.16962202519832012]",2,300,300
289,qpzp2r,0.1778302505575232,0.023589166638937,55.70593,12.531883,"[0.24840613931523023, 0.21818181818181817, 0.019834710743801654, 0.24297520661157024, 0.23423848878394332, 0.027863046044864226, 0.2781582054309327, 0.29775678866587957, 0.03305785123966942]",9,60,300
192,j8552,0.1774608370353051,0.0728033734074375,55.725944,12.415833,"[0.07341594575637128, 0.281505728314239]",2,43,50
62,628y5k,0.1756380510440835,0.0869719181619006,55.676459,12.562006,"[0.21020881670533642, 0.20046403712296984, 0.1923433874709977, 0.19419953596287703, 0.08097447795823666]",5,22,50
354,ym2dwz,0.1748894577612287,0.0848046025354835,55.708884,12.524618,"[0.15266464975564348, 0.19711426576681407]",2,150,150
3,257pjw,0.1708889912482727,0.1417185829287674,54.828983,11.138163,[0.1708889912482727],1,300,300
190,gx755,0.170129270544783,0.0782994060513726,55.7697,12.5173,"[0.15604801477377656, 0.18421052631578946]",2,43,75
374,yry5yp,0.1690597498842056,0.0740297388428375,55.736896,12.574793,"[0.16489115331171839, 0.1732283464566929]",2,43,50
56,5yw39j,0.1681374825824431,0.0777627090848573,55.976197,11.301197,"[0.09010682768230376, 0.24616813748258246]",2,43,50
208,k73nd,0.1670392078945625,0.0178743867542806,55.584921,12.257683,"[0.15300546448087432, 0.16923076923076924, 0.18688524590163935, 0.26885245901639343, 0.3092896174863388, 0.18688524590163935, 0.19672131147540983, 0.1945054945054945, 0.12747252747252746, 0.2021978021978022, 0.23169398907103825, 0.16043956043956045]",12,350,350
142,deg8n,0.1655560661764706,0.0567609410066314,55.677906,12.560925,"[0.004825367647058824, 0.32628676470588236]",2,43,50
249,njxpxn,0.1654701250578971,0.0846702792786963,56.55181,8.310629,"[0.15956461324687354, 0.1713756368689208]",2,170,170
88,7n9r77,0.1640889318511358,0.0781149940215373,55.73557,12.362379,"[0.17199612403100775, 0.15659739004349926]",2,300,300
376,z22293,0.1640138408304498,0.0779617349260613,55.812687,12.376678,"[0.13194925028835064, 0.19607843137254902]",2,150,150
61,6275k5,0.161819184992512,0.0305596457382296,55.722555,9.570138,"[0.01655237644833294, 0.23835422085599434, 0.23480728304563728, 0.23126034523528022, 0.23953653345944667, 0.010404350910380705]",6,60,300
122,95286,0.1606936416184971,0.074079074716731,56.181548,10.125218,"[0.14658959537572255, 0.17479768786127167]",2,43,50
323,wqz262,0.1604995374653099,0.0779813372655737,55.727117,12.472608,"[0.150786308973173, 0.1702127659574468]",2,150,150
306,rpex6j,0.160429905075704,0.0486702901328876,56.030333,12.601339,"[0.020710755471875734, 0.23417274652859496, 0.22640621322664156]",3,60,300
271,q2erq,0.1581696289367009,0.0353793754038283,56.782908,9.694346,"[0.19444444444444445, 0.21777777777777776, 0.1653631284916201, 0.13555555555555557, 0.26256983240223464, 0.19106145251396647]",6,350,350
15,2jejpm,0.1550764951321279,0.0768035763405066,55.395462,10.188196,"[0.15878535002318034, 0.15136764024107557]",2,150,150
29,39q696,0.152939126394052,0.0307960306881513,55.631338,12.656632,"[0.2158457249070632, 0.012314126394052044, 0.36988847583643125, 0.01370817843866171]",4,50,175
20,333yjg,0.1526717557251908,0.0572042205509889,55.620538,12.629468,"[0.030071709461022438, 0.27527180198935924]",2,150,150
198,jrej3k,0.1513846869909239,0.0233316095078532,56.541577,9.897226,"[0.14638119618338374, 0.20898301140330464, 0.15103560623690948, 0.14219222713521062, 0.14777751919944146, 0.10821503374447289, 0.09425180358389575, 0.16127530835466605, 0.19083081219455433, 0.18594368163835234, 0.11007679776588318, 0.16965324645101235]",12,300,300
116,8pemee,0.1499405469678953,0.0177932357075451,54.939946,9.378711,"[0.07348394768133175, 0.1479191438763377, 0.17431629013079666, 0.20095124851367419, 0.13317479191438764, 0.13816884661117718, 0.1671819262782402, 0.13912009512485138, 0.15695600475624258, 0.18810939357907253, 0.18834720570749108, 0.1750297265160523, 0.1074910820451843, 0.19072532699167657, 0.24351961950059453, 0.13745541022592153, 0.08727705112960761, 0.0887039239001189, 0.13032104637336503, 0.10582639714625446, 0.16837098692033295, 0.1657550535077289, 0.14863258026159334, 0.1417360285374554]",24,250,250
377,z222px,0.1486204498029214,0.0732222383293894,55.962127,11.850467,"[0.16438673776953397, 0.13285416183630883]",2,150,150
378,z267wr,0.1480537534754402,0.0727447628109373,56.480421,8.606704,"[0.14735866543095458, 0.14874884151992585]",2,150,150
286,qpn3pe,0.1479944674965422,0.0753948701561493,55.453298,11.786234,"[0.1380820654679576, 0.15790686952512678]",2,300,300
138,9k9eg3,0.1438749803180601,0.0273500648451646,55.720242,12.449674,"[0.26877657061880017, 0.024090694378837978, 0.19485120453471894, 0.1724137931034483, 0.013934813415210204, 0.1891828058573453]",6,60,300
295,re9ney,0.1417427256416257,0.0174990856994367,55.645646,12.460007,"[0.024338871986894453, 0.2291130353381699, 0.18605195413058742, 0.187456119822139, 0.020828457758015447, 0.1764568219049848, 0.15773461268429675, 0.2728761993915282, 0.020828457758015447]",9,60,300
186,gmje2d,0.1412196240256762,0.0281046244337855,55.471802,8.434331,"[0.1373223292067859, 0.1276937184777625, 0.09949564419990829, 0.12127464465841357, 0.22283356258596973, 0.1386978450252178]",6,300,300
395,zppqpg,0.1355614766759345,0.0192668895118758,56.131292,9.350055,"[0.10681186283595923, 0.10797034291010195, 0.17771084337349397, 0.1010194624652456, 0.11353104726598702, 0.11862835959221502, 0.13994439295644115, 0.15848007414272475, 0.21362372567191845, 0.10194624652455977, 0.15222428174235403, 0.13484708063021317]",12,300,300
263,pjydm9,0.1351696885169688,0.059439392263981,56.449459,9.999327,"[0.0602045560204556, 0.2101348210134821]",2,43,50
85,7n3ppw,0.1337259521005104,0.0387421224923679,55.673037,12.483238,"[0.12626619552414606, 0.24428739693757362, 0.030624263839811542]",3,60,300
320,wqj7n9,0.1336496181439481,0.064946144796729,55.534488,12.214594,"[0.06526267067808378, 0.20203656560981254]",2,43,50
200,jrqpqp,0.1333477771037351,0.0125645487372831,55.642029,12.084084,"[0.23570066730219255, 0.2011439466158246, 0.23570066730219255, 0.23069590085795996, 0.12368922783603432, 0.1632507149666349, 0.03336510962821735, 0.06387035271687322, 0.03336510962821735, 0.05743565300285987, 0.0]",11,22,150
30,39x2d3,0.1330423155576529,0.0441907736003642,54.831845,9.351153,"[0.2078810759792355, 0.18692471088033985, 0.004247286455875413]",3,60,300
367,yr68zr,0.1316461574181565,0.060695919355296,56.448947,10.00196,"[0.06872533085674483, 0.19456698397956815]",2,43,50
220,kpw3zm,0.1285117250986765,0.0137511635294664,55.073156,9.335971,"[0.18249361504527514, 0.4439284885070815, 0.10076619456698398, 0.008822846528906431, 0.150452751335036, 0.058741583468771764, 0.032737404225679126, 0.05015091711167866]",8,22,120
73,6k7qmg,0.1263732080314994,0.0101304814943152,56.429629,10.063318,"[0.10624551328068917, 0.15458243598947116, 0.10863843024647045, 0.020339794209140942, 0.3560660445082556, 0.012682459918640823, 0.012682459918640823, 0.012921751615218953, 0.3050969131371141, 0.03780808805934434, 0.06963388370423547, 0.012443168222062694, 0.1191672648959081, 0.3601340033500838, 0.012921751615218953, 0.007178750897343862, 0.040918880114860015, 0.31825795644891125, 0.34099066762383345, 0.11462072266092367, 0.31610433117970804, 0.05719071548217277, 0.01507537688442211, 0.009093084469968891, 0.006221584111031347, 0.2857142857142857, 0.09810959559703278, 0.014836085187843982, 0.2586743240009572, 0.29911462072266093, 0.012203876525484566, 0.03158650394831299, 0.06293371620004785, 0.017707585546781528, 0.3108399138549892, 0.014596793491265853, 0.30031107920555156, 0.358698253170615, 0.010528834649437664, 0.030868628858578606, 0.07681263460157932, 0.08446996889207944, 0.03613304618329744, 0.32926537449150517]",44,22,300
156,dx9pjd,0.1258664146187775,0.023571953263415,56.068623,9.978565,"[0.16800567107750472, 0.006852551984877127, 0.22920604914933837, 0.14555765595463138, 0.19848771266540643, 0.007088846880907372]",6,60,300
244,njj9qm,0.1251728907330567,0.0249348008861104,56.955035,8.696964,"[0.1267865375749193, 0.13854310742277548, 0.13047487321346243, 0.12425080682342093, 0.09243891194098663, 0.13854310742277548]",6,300,300
104,8dxgy,0.1248535270681978,0.0409548640696398,55.678306,12.45775,"[0.02348993288590604, 0.03355704697986577, 0.04697986577181208, 0.026845637583892617]",4,43,50
45,5njy29,0.1233948167172542,0.0641139279226835,54.832237,11.13298,"[0.13915479803875788, 0.10763483539575064]",2,300,300
193,j877d,0.1219342896807033,0.0602269449984424,55.64044,9.56305,"[0.06732993984266543, 0.17653863951874132]",2,43,50
393,zpnnrx,0.1202700580938922,0.0398701429917672,55.507425,9.457325,"[0.01460197833254828, 0.17922750824305228, 0.1669806877060763]",3,60,300
184,gjxm6p,0.1191474493361285,0.018280255694862,55.457475,9.275754,"[0.010948054973212206, 0.01583973911017936, 0.15793151642208245, 0.09433962264150944, 0.05264383880736082, 0.0517120894479385, 0.15583508036338226, 0.0528767761472164, 0.24714651758676917, 0.2811553692056837, 0.1639878872583275, 0.1453529000698812]",12,22,150
276,qk85yd,0.1181996855345911,0.0188228439201128,55.775075,12.521009,"[0.022169811320754716, 0.011320754716981131, 0.24764150943396226, 0.1804245283018868, 0.01509433962264151, 0.23254716981132076]",6,60,300
332,x59g85,0.1167259786476868,0.0373658536768455,55.656087,12.307504,"[0.19620403321470936, 0.14638196915776988, 0.007591933570581257]",3,60,300
243,nj3zyn,0.1156350513846395,0.0214783899031472,56.783046,9.694855,"[0.19581077900682514, 0.016003765591903977, 0.15980230642504117, 0.009884678747940691, 0.1715697811249706, 0.14073899741115556]",6,60,300
28,39mjj5,0.1143167551907291,0.0649893785117581,55.621148,12.60544,[0.012716450216450216],1,50,50
59,5zknp,0.1142925234917608,0.0149047213177354,56.433685,10.055412,"[0.06816015252621545, 0.08174451858913251, 0.16587225929456625, 0.07221163012392755, 0.15562440419447093, 0.14871306005719734, 0.14704480457578648, 0.25357483317445184, 0.06959008579599618, 0.06625357483317446, 0.11010486177311725, 0.0786463298379409, 0.12678741658722592, 0.055767397521449]",14,130,130
131,9ee6k2,0.1140264908529341,0.0117403320570983,54.7791,11.47722,"[0.11831789023521026, 0.09931100023758613, 0.07911617961511047, 0.15585649798051793, 0.12140650985982418, 0.0691375623663578, 0.09075789973865526, 0.09194583036350677, 0.11974340698503208, 0.22950819672131148, 0.13138512710857686, 0.14682822523164646, 0.11023996198622, 0.12687099073414113, 0.06343549536707056, 0.07056307911617961]",16,250,250
9,27y63,0.1123046123046123,0.0489669636696745,55.78355,12.37658,"[0.0723030723030723, 0.15684915684915685]",2,43,50
10,2j722x,0.1111880578639581,0.034608372948504,56.79942,8.840144,"[0.16043397968605724, 0.05216989843028624, 0.12096029547553093]",3,22,50
307,rpgqjd,0.1107398017976492,0.0921022418709609,55.09326,10.253922,"[0.11016363217331182, 0.11131597142198664]",2,150,300
115,8pdewg,0.1107204250664166,0.0352827269256914,55.640589,12.097662,"[0.01617440225035162, 0.15213314580403187, 0.16385372714486637]",3,60,300
17,2p87z6,0.1107134610944354,0.0411461652206046,54.952145,8.887219,"[0.20041608876560332, 0.18610020780420225, 0.021242207342415147, 0.03532671438466867]",4,160,160
53,5ykjz2,0.110247959824231,0.0143041962636452,55.692466,12.46268,"[0.019538606403013182, 0.1838512241054614, 0.16078154425612054, 0.15393794749403342, 0.12728719172633254, 0.022673031026252982, 0.182909604519774, 0.09887005649717515, 0.010828625235404897]",9,60,300
356,ym96xm,0.110192040721888,0.0334028096751216,55.101888,10.240557,"[0.07635354002776493, 0.1112910689495604, 0.12447940768162888, 0.12864414622859788]",4,300,300
363,ypxj99,0.1099101287345154,0.0527248947394633,55.735229,9.10298,"[0.14476560602380373, 0.0750546514452271]",2,150,150
285,qpkr36,0.109524933144565,0.0224794690107933,55.065279,9.366183,"[0.2048135913166588, 0.010382255781028787, 0.15998112317130722, 0.1446436998584238, 0.1264747522416234, 0.010854176498348278]",6,60,300
177,gedrjz,0.1083216017519161,0.0346012606514064,56.151623,10.00619,"[0.15278103731518422, 0.15861098076020647, 0.01360863444392304]",3,60,300
150,dnpzzw,0.1082820148428864,0.0241839387698792,55.883202,12.497602,"[0.14898152534343914, 0.006395073424917101, 0.14519185220274752, 0.21887550200803213, 0.13975903614457832, 0.007228915662650603]",6,60,300
218,kpen9p,0.1070332782629218,0.0201420017513871,55.797243,12.480904,"[0.14278970970025961, 0.13122492329478405, 0.008968609865470852, 0.17677602076941232, 0.010148690110927543, 0.1722917158366769]",6,60,300
140,9key76,0.1067358327438497,0.0167232237264558,55.616571,12.3517,"[0.005187455788729073, 0.17307238858759727, 0.1341664701721292, 0.1919358641829757, 0.002357934449422306, 0.13369488328224474]",6,60,300
14,2je655,0.1066942401960784,0.0364954357930639,55.057086,10.576668,"[0.15073529411764705, 0.07881433823529412, 0.09053308823529412]",3,22,150
87,7n95kg,0.1056910569105691,0.0515591470970472,55.712559,12.560633,"[0.07526132404181185, 0.13612078977932637]",2,240,240
394,zppnz7,0.1055812838785623,0.0144998622805369,56.361676,8.620159,"[0.2449406838799721, 0.2612235403582228, 0.1886485229123052, 0.2000465224470807, 0.2226099092812282, 0.24028843917190043]",6,300,300
152,dr8d96,0.1041666666666666,0.0555521893682339,55.889536,12.496199,"[0.11267605633802817, 0.09593023255813954]",2,300,300
110,8ndxj5,0.1039981511439796,0.0521731003202054,57.048153,8.887612,"[0.06262999768892998, 0.14536630459902936]",2,43,50
209,k977x,0.1038440798089515,0.0504585848166795,55.64211,9.55807,"[0.054772359602495956, 0.15322394268546338]",2,43,50
188,gmzwzx,0.1037491157745814,0.0334683831638537,55.394356,10.356639,"[0.00825277057297807, 0.15821740155623673, 0.1447771751945296]",3,60,300
43,5n5q8y,0.1035930022750451,0.0178480414701665,55.867289,9.844402,"[0.10567192280536597, 0.19887032242880678, 0.008237232289950576, 0.11320310661332078, 0.005883737349964698, 0.18969169216286186]",6,60,300
154,drxx56,0.1021197626702213,0.015134822905525,55.309564,10.805103,"[0.16466713714420136, 0.019289578922606444, 0.13902611150317573, 0.13714420136438485, 0.015760997412373558, 0.17219477769936486, 0.01787814631851329, 0.1305575158786168, 0.12255939778875559]",9,60,300
67,62z2dj,0.1021063346644741,0.0229234549601236,55.654425,12.40528,"[0.018297533810660304, 0.1105807478122514, 0.12609387430389818, 0.15832746065304204, 0.11862814188395583, 0.039934225980737606]",6,60,300
274,qk2wk2,0.1004471168670983,0.0330622309652893,55.059204,10.608146,"[0.09320074005550416, 0.08209990749306198, 0.12604070305272896]",3,22,75
388,zkggq,0.1002567415921379,0.0071938237667971,57.455813,10.04226,"[0.113306355629612, 0.09950011901928113, 0.10521304451321115, 0.08283741966198524, 0.08212330397524399, 0.09640561771006903, 0.13234944060937873, 0.06784099024041895, 0.12401809093073078, 0.09521542489883361, 0.10188050464175197, 0.11949535824803618, 0.08021899547726732, 0.07712449416805522, 0.053558676505593907, 0.11187812425612949, 0.14401333015948584, 0.14282313734825042, 0.08140918828850274, 0.047607712449416806, 0.05879552487502975, 0.15996191383004046, 0.0776005712925494, 0.07955625990491284, 0.10235658176624614, 0.10021423470602238, 0.09854796477029279, 0.1804332301832897]",28,150,250
239,n98nqj,0.0994473496553363,0.0169111008292792,56.787214,8.829697,"[0.09935821250297124, 0.0801045875921084, 0.07582600427858331, 0.10910387449488947, 0.10934157356786309, 0.10149750415973377, 0.10387449488946993, 0.11647254575707154]",8,250,250
272,q5g67y,0.098733981781689,0.0211060333025418,54.99729,12.00039,"[0.09581497797356828, 0.08315098468271334, 0.17491749174917492, 0.12363238512035012, 0.1422319474835886, 0.18052516411378555]",6,350,350
248,njw5dp,0.0978513356562137,0.0489585559606923,55.833041,12.524161,"[0.0, 0.0, 0.07990708478513357, 0.12311265969802555]",4,150,150
270,pzgqw6,0.0970544104872462,0.0187114372968278,56.103765,10.145462,"[0.1781568348732528, 0.00923951670220327, 0.13764510779436154, 0.1257995735607676, 0.009476427386875147, 0.12200900260601753]",6,60,300
107,8ey3gw,0.0964604591836734,0.0457960800947172,55.889536,12.496199,"[0.10427295918367346, 0.08864795918367346]",2,300,300
199,jrqpkp,0.0963815680971072,0.0144595968145438,55.70217,12.591061,"[0.10402219140083217, 0.12422073424151465, 0.0664973447240822, 0.11336873701223736, 0.05795428307550219, 0.18032786885245902, 0.10228584622489033, 0.022396675132763794]",8,300,300
76,792yy,0.0960992081974848,0.0177864341340107,55.23286,11.75768,"[0.10200279459711226, 0.26432231020027946, 0.053952791307605844, 0.03656264555193293, 0.0]",5,22,225
37,3yd98n,0.0958957553058676,0.0309433739219871,57.020387,9.967491,"[0.14723782771535582, 0.021067415730337078, 0.11938202247191011]",3,60,300
221,m573d,0.0945757997218358,0.0396274226092026,57.154299,10.158087,"[0.1376912378303199, 0.05146036161335188]",2,43,50
109,8ndx38,0.0941828254847645,0.0413468961445891,55.080664,11.959194,"[0.04547553093259465, 0.14289012003693444]",2,43,50
373,yr8252,0.0939457202505219,0.0454644972850436,55.818009,12.371355,"[0.04430526559962886, 0.14358617490141498]",2,43,50
130,9e6z9g,0.093841642228739,0.0466906624411159,56.025982,12.58673,"[0.08917197452229299, 0.09872922776148582]",2,300,300
103,8dw55,0.0933518647208709,0.0453844296843115,55.526407,9.464464,"[0.07852675469075747, 0.10817697475098448]",2,43,50
245,njje2j,0.0921093507300403,0.0172136753955957,55.52614,9.464075,"[0.12628145386766076, 0.11789375582479031, 0.05871388630009319, 0.13466915191053122, 0.047530288909599254, 0.06756756756756757]",6,150,150
167,ejkger,0.0917327733706641,0.0186089350817556,57.043306,8.481117,"[0.052496500233317776, 0.12529164722351843, 0.11175921605226319, 0.05319645356976201, 0.10825944937004199, 0.09939337377508166]",6,22,150
222,m577d,0.0894846796657381,0.0415030545597535,55.39329,10.18904,"[0.04526462395543175, 0.13370473537604458]",2,43,50
68,68x68,0.0880640465793304,0.0466043712738487,56.84127,9.7435,"[0.07768329119742588, 0.09859802344288669]",2,43,50
204,jzrnyw,0.0878709978967048,0.0252654288898641,56.412811,10.073908,"[0.06940874035989718, 0.08857209628417854, 0.08857209628417854, 0.10493105865856509]",4,300,300
341,xpr5gw,0.0869952724172672,0.0144907860499961,55.643301,12.400076,"[0.0478958381771681, 0.11857707509881422, 0.1267147175075564, 0.0741687979539642, 0.05533596837944664, 0.09927923738665427]",6,150,150
333,x5ny52,0.0869130100076982,0.0307647553990895,55.058723,10.60415,"[0.10531177829099307, 0.09607390300230947, 0.05935334872979215]",3,22,75
33,3ge6r,0.0850074404761904,0.0403147747864497,55.701301,12.59315,"[0.011532738095238096, 0.15848214285714285]",2,43,50
360,ymrnpz,0.0829648592040958,0.0392628090534776,55.146434,8.495552,"[0.057016523155690016, 0.10891319525250175]",2,43,50
137,9k5e8m,0.08007229294358,0.013865152361117,55.647029,12.288385,"[0.12517680339462517, 0.07967939651107968, 0.014144271570014143, 0.12423385195662423, 0.12258368694012259, 0.014615747289014616]",6,60,300
183,gjmnky,0.0795443870361672,0.0107513075195795,56.781686,8.23264,"[0.07186472522310944, 0.11390324095819633, 0.12916862376702679, 0.10732738374823861, 0.038985439173320806, 0.09253170502583373, 0.06505401596993894, 0.054720526068576796, 0.06364490371066228, 0.05824330671676844]",10,22,150
284,qpe6jr,0.0791233868429335,0.0143663729132438,55.387655,11.362686,"[0.07766761095372994, 0.1645420207743154, 0.009915014164305949, 0.0767233238904627, 0.006137865911237016, 0.1397544853635505]",6,60,300
77,79zzz,0.0788922504072608,0.0489421618044549,54.83231,9.33313,"[0.0442168955084943, 0.11356760530602746]",2,43,50
123,952w6,0.0784608273630691,0.061052369188682,55.668475,12.573211,"[0.05592789461520684, 0.10099376011093136]",2,43,50
121,95226,0.0782810685249709,0.0360407248854751,55.45523,11.60721,"[0.0329849012775842, 0.12357723577235773]",2,43,50
381,z2w9zr,0.0775074791371437,0.0132380938228324,55.367895,10.357036,"[0.002834199338686821, 0.09069437883797828, 0.07581483230987246, 0.006613131790269249, 0.20736891828058573, 0.08171941426547001]",6,60,300
170,eq77y,0.0767361111111111,0.041980083159682,54.94839,11.98752,"[0.11666666666666667, 0.03680555555555556]",2,43,50
357,ymqkrd,0.0761366313309776,0.0095882753896861,56.950043,8.37408,"[0.12603062426383982, 0.09870435806831566, 0.12626619552414606, 0.04263839811542992, 0.05771495877502945, 0.06266195524146054, 0.044287396937573616, 0.1005889281507656, 0.061248527679623084, 0.04122497055359246]",10,22,150
66,628yze,0.0755366308912739,0.0181406104431622,55.297526,10.841085,"[0.06252916472235184, 0.04479701353243117, 0.040363975734951006, 0.15445636957536163]",4,22,50
143,deggn,0.0754709637241164,0.0346685017002365,55.45536,11.59646,"[0.033395609528257826, 0.11793554413825315]",2,43,50
34,3geer,0.0753646677471637,0.0355995369727415,55.70182,11.656742,"[0.05579995369298449, 0.0949293818013429]",2,43,50
187,gmmjjm,0.0747793776126335,0.0380768967267669,54.776469,11.515257,"[0.052717138875986995, 0.09684161634928007]",2,150,150
